id;company_id;order_number;status;total_amount;ensurence_type;order_date;currency;incoterms;mode;payment_terms;email_agent;tracking_id;net_total;additional_cost;total;length;width;height;volume;weight_kg;weight_lb;pallet_quantity;pallet_quantity_real;bill_of_lading;date_required_in_destination;date_planned_pickup;date_actual_pickup;date_estimated_hub_arrival;date_actual_hub_arrival;date_etd;date_atd;date_eta;date_ata;date_consolidation;release_date;insurance_cost;ground_transport_cost_1;ground_transport_cost_2;cost_nationalization;cost_ofr_estimated;cost_ofr_real;estimated_pallet_cost;real_cost_estimated_po;real_cost_real_po;other_costs;other_expenses;variable_calculare_weight;savings_ofr_fcl;saving_pickup;saving_executed;saving_not_executed;notes;comments;created_at;updated_at;kanban_status_id;ship_to_id;vendor_id;planned_hub_id;actual_hub_id;bill_to_id;material_type;length_cm;width_cm;height_cm;confirmation_hash;hash_expires_at;confirmation_email_sent;confirmation_email_sent_at;update_date_po;confirm_update_date_po;rejection_reason;factory_proforma_number;mbl_number;container_type;container_number;shipping_line;port_of_loading_validated;is_dropship;applies_tlc;applies_af;has_facture_merca;used_rate_ok;uses_bonded_warehouse;apply_technical_note;etd_initial_validated;date_booking_request;date_booking_authorized;date_theorical_load;date_variable_date;date_received;date_etd_initial;inspection_date;vgm_cut_date;balance_payment_date;local_charges_payment_date;bonded_warehouse_enter;bonded_warehouse_exit;receipt_note_date;estimated_dc_availability_date;logistics_incoterm;price_incoterm;reason;category;forwarder_name;cargo_invoice_number;tariff_type;route_label;retail_group;customer_type;trading_company;service_provider;customs_dua;invoice;factura_merca;case_number_file;receipt_note;visibility_notes;departure_port;arrival_port;Invoice_amount;freight_amount;arrival_status;delay_days;container_free_days;etd_dates_difference;eta_dates_difference;date_eta_initial;date_invoice_received;date_vendor_document_received;deleted_at;cbm;dif_load_date;consolidator_name;vendor_number;emision_date_po;forwader_date;last_email_type_sent;last_email_sent_at;email_sent_history;insurance_type;carga_lista_validada;porth_pol;porth_pol_name;porth_pod;porth_pod_name;porth_origin;porth_final_destination;porth_carrier_code;porth_vessel_voyage;porth_shipment_number;porth_modality;freight_type;porth_first_eta;porth_first_etd;porth_ready;porth_to_origin_port;porth_at_origin_port;porth_in_transit;porth_at_destination_port;porth_to_final_destination;porth_delivered;porth_phase;porth_priority;porth_manual_tracking;porth_free_time_at_destination;porth_id;last_porth_sync_at
18107;1;1103764;draft;1327.50;pending;2025-09-19;USD;FOB;MARITIMO;;;;1327.50;;1327.50;;;;;0.00;0.00;0;;;;;;;;2026-02-08 00:00:00;2026-01-22 12:15:00;2026-03-14 17:00:00;2026-03-15 18:26:00;;;;;;;;;;;;;;;;;;;;;2026-03-16 13:39:26;2026-03-22 23:59:37;6;;611;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;PI5CR;ASNGB513768;40 HC;FANU3463957;HAPAG-LLOYD;true;false;false;false;false;false;false;false;true;2026-01-05 00:00:00;2026-01-05 00:00:00;2026-01-15 00:00:00;2026-01-15 00:00:00;;2026-01-25 00:00:00;;;;;;;;;FOB;FOB;CNY;;;;NAC;ZF - OVERSEAS LOGISTICS OPERATIONS;73;EPA;OLO1;AIR SEA WORLDWIDE;;1774106-1;;5037;;;NINGBO, CHINA;CALDERA, COSTA RICA;;;;0;0;0;0;2026-03-13 02:00:00;;;;0.00;;HARMONY (ZF);;2025-09-19 00:00:00;2025-11-06 00:00:00;;;;;false;CNNGB;Ningbo;CRCAL;Caldera;;;HLCU;"[""LIMA EXPRESS\/"",""NYK JOANNA\/""]";194083;;MARITIMO;2026-03-13 02:00:00;;;2026-01-12 10:20:00;2026-01-17 14:56:00;2026-01-22 12:15:00;2026-03-15 18:26:00;2026-03-17 20:20:00;;60_to_final_destination;;false;;cmmj7lxalbbzhs66wx1cfjxrs;2026-03-22 23:59:37
18108;1;1103802;draft;71298.00;pending;2025-10-15;USD;FOB;MARITIMO;;;;71298.00;;71298.00;;;;;0.00;0.00;0;;;;;;;;2026-03-22 15:00:00;;2026-05-03 09:00:00;;;;;;;;;;;;;;;;;;;;;;2026-03-16 14:03:16;2026-03-22 23:59:57;3;;614;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;TPW-250723888;BJLAG2600129;40 HC;SEKU5732163;CMA CGM;true;false;false;false;false;false;false;false;false;2026-03-04 00:00:00;2026-03-06 00:00:00;2025-11-30 00:00:00;2025-11-30 00:00:00;;2026-03-22 02:00:00;;;;;;;;;CIF;FOB;PEDIDO COMPRA;;;;FAK;Directo VE - FEBECA C.A.;76;Febeca;OLO1;IN OCEAN;;;;;;;NINGBO, CHINA;LA GUAIRA, VENEZUELA;;;;0;0;0;0;2026-05-03 08:00:00;;;;0.00;;Harmony (Drop Ship FEBECA VE);;2025-10-15 00:00:00;2025-11-27 00:00:00;;;;;false;;NINGBO;VELAG;La Guaira;;;CMDU;"[""OOCL HO CHI MINH CITY\/0PPI0E1MA"",""CMA CGM PEMBA\/0V30AN1MA"",""OOCL HO CHI MINH CITY\/0PPI1W1MA"",""CMA CGM PEMBA\/0V30BS1MA""]";194829;;MARITIMO;2026-05-03 08:00:00;2026-03-22 02:00:00;;2026-03-10 17:07:00;2026-03-11 16:50:00;2026-03-22 15:00:00;2026-05-03 09:00:00;;;30_at_origin_port;;false;;cmmta51xs124ls66xydo99jnr;2026-03-22 23:59:56
18109;1;1103808;draft;31195.29;pending;2025-10-15;USD;FOB;MARITIMO;;;;31195.29;;31195.29;;;;;0.00;0.00;0;;;;;;;;2026-03-22 15:00:00;;2026-05-03 09:00:00;;;;;;;;;;;;;;;;;;;;;;2026-03-16 14:03:16;2026-03-22 23:59:57;3;;614;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;TPW-250723887-888-7;BJLAG2600129;20ft;TEMU3164894;CMA CGM;true;false;false;false;false;false;false;false;false;2026-03-04 00:00:00;2026-03-06 00:00:00;2025-11-30 00:00:00;2025-11-30 00:00:00;;2026-03-22 02:00:00;;;;;;;;;CIF;FOB;PEDIDO COMPRA;;;;;Directo VE - FEBECA C.A.;76;Febeca;OLO1;IN OCEAN;;;;;;;NINGBO, CHINA;LA GUAIRA, VENEZUELA;;;;0;0;0;0;2026-05-03 08:00:00;;;;0.00;;Harmony (Drop Ship FEBECA VE);;2025-10-15 00:00:00;2025-11-27 00:00:00;;;;;false;;NINGBO;VELAG;La Guaira;;;CMDU;"[""OOCL HO CHI MINH CITY\/0PPI1W1MA"",""CMA CGM PEMBA\/0V30BS1MA"",""OOCL HO CHI MINH CITY\/0PPI0E1MA"",""CMA CGM PEMBA\/0V30AN1MA""]";194830;;MARITIMO;2026-05-03 08:00:00;2026-03-22 02:00:00;;2026-03-10 21:25:00;2026-03-11 21:49:00;2026-03-22 15:00:00;2026-05-03 09:00:00;;;30_at_origin_port;;false;;cmmta54j21269s66x7snel311;2026-03-22 23:59:57
18110;1;1103834;draft;60894.52;pending;2025-11-06;USD;FOB;MARITIMO;;;;60894.52;;60894.52;;;;;0.00;0.00;0;;;;;;;;2026-02-15 00:00:00;2026-01-31 23:18:00;2026-04-04 05:00:00;;;;;;;;;;;;;;;;;;;;;;2026-03-16 14:03:16;2026-03-22 23:59:40;5;;617;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;1103834;MTDAMD793801;40 HC;MSDU6118330;MSC;true;false;false;false;false;false;false;true;true;2026-01-08 00:00:00;2026-01-08 00:00:00;2026-02-13 00:00:00;2026-02-13 00:00:00;;2026-01-25 00:00:00;;;;;;;;;FOB;FOB;MIXTO;;;;NAC;ZF - OVERSEAS LOGISTICS OPERATIONS;74;EPA;OLO1;AIR SEA WORLDWIDE;;932;;5109;;;MUNDRA, INDIA;CALDERA, COSTA RICA;60894.52;5495.00;;0;0;0;0;2026-03-20 12:00:00;;;;0.00;;HARMONY (ZF);;2025-11-06 00:00:00;2026-01-05 00:00:00;;;;;false;INMUN;Mundra;CRCAL;Caldera;;;MEDU;"[""A. IDEFIX\/26012N"",""A. IDEFIX\/26012S"",""A. IDEFIX\/"",""MSC VAISHNAVI R.\/"",""MSC TAVVISHI VI\/IU604A"",""MSC TAVVISHI VI\/"",""MSC VAISHNAVI R.\/NN608A""]";194087;;MARITIMO;2026-03-20 12:00:00;;;2026-01-19 19:22:00;2026-01-23 13:32:00;2026-01-31 23:18:00;2026-04-04 05:00:00;;;40_in_transit;;false;;cmmj7md2abcdzs66w0jfh7a13;2026-03-22 23:59:40
18111;1;1103867;draft;40080.32;pending;2025-12-02;USD;FOB;MARITIMO;;;;40080.32;;40080.32;;;;;0.00;0.00;0;;;;;;;;2026-01-26 00:00:00;2026-01-12 00:01:00;2026-03-06 00:00:00;2026-03-06 04:04:00;;;;;;;;;;;;;;;;;;;;;2026-03-16 14:03:16;2026-03-22 23:59:42;5;;610;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;PI 271125;GL20260012;20ft;UACU3881916;HAPAG-LLOYD;true;false;false;false;false;false;false;false;true;2025-12-30 00:00:00;2025-12-23 00:00:00;2026-01-05 00:00:00;2026-01-05 00:00:00;;2026-01-12 00:00:00;;;;;;;;;FOB;FOB;MIXTO;;;;NAC;ZF - OVERSEAS LOGISTICS OPERATIONS;74;EPA;OLO1;AIR SEA WORLDWIDE;;IN1103867;;4999;;;BUSAN, KOREA;CALDERA, COSTA RICA;40080.32;3570.00;;0;0;0;0;2026-02-20 00:00:00;;;;0.00;;HARMONY (ZF);;2025-12-02 00:00:00;2025-12-17 00:00:00;;;;;false;KRPUS;Busan;CRCAL;Caldera;;;HLCU;"[""MSC PROCIDA\/"",""NYK SILVIA\/""]";194090;;MARITIMO;;;;2026-01-05 17:38:00;2026-01-11 11:57:00;2026-01-12 00:01:00;2026-03-06 04:04:00;2026-03-07 15:23:00;2026-03-18 10:53:00;70_delivered;;false;;cmmj7mnkkbcprs66w9cnzusc7;2026-03-22 23:59:42
18112;1;1103878;draft;75150.20;pending;2025-12-04;USD;FOB;MARITIMO;;;;75150.20;;75150.20;;;;;0.00;0.00;0;;;;;;;;2026-02-21 00:00:00;2026-02-19 15:00:00;2026-04-17 05:00:00;;;;;;;;;;;;;;;;;;;;;;2026-03-16 14:03:16;2026-03-22 23:59:42;5;;613;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;20997;HSZX00036236;40 HC;TLLU4502873;CMA CGM;true;false;false;false;false;false;false;true;true;2026-01-05 00:00:00;2026-01-05 00:00:00;2025-12-31 00:00:00;2025-12-31 00:00:00;;2026-02-03 00:00:00;;;;;;;2026-03-12 00:00:00;;FOB;FOB;PEDIDO COMPRA;;;;NAC;Directo SV - FERRETERIA EPA, S.A. DE C.V.;71;EPA;OLO1;SPARX;-- N/A --;15629;;5107;7517;;SHEKOU PORT, CHINA;ACAJUTLA, EL SALVADOR;75150.20;4490.00;;0;0;0;0;2026-04-17 05:00:00;;;;0.00;;HARMONY (Dropship SV);;2025-12-04 00:00:00;2025-12-22 00:00:00;;;;;false;CNSHK;SHEKOU;SVAQJ;Acajutla;;;CMDU;"[""CMA CGM CAXIAS\/0M32VS1MA"",""CMA CGM SPIRIT\/1WUT9E2MA"",""CMA CGM OSMIUM\/1WU0KE1MA"",""CMA CGM CAXIAS\/0M32WN1MA"",""CMA CGM OSMIUM\/1WU0LW1MA""]";194091;;MARITIMO;2026-04-17 05:00:00;;;2026-02-05 09:00:00;2026-02-06 17:15:00;2026-02-19 15:00:00;2026-04-17 05:00:00;;;40_in_transit;;false;;cmmj7mtlobctrs66wxjxrluw7;2026-03-22 23:59:42
18113;1;1103880;draft;62509.00;pending;2025-12-04;USD;FOB;MARITIMO;;;;62509.00;;62509.00;;;;;0.00;0.00;0;;;;;;;;2026-02-21 00:00:00;2026-02-19 15:00:00;2026-04-17 05:00:00;;;;;;;;;;;;;;;;;;;;;;2026-03-16 14:03:16;2026-03-22 23:59:43;5;;613;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;20999;HSZX00036258;40 HC;ECMU4791000;CMA CGM;true;false;false;false;false;false;false;false;true;2026-01-05 00:00:00;2026-01-05 00:00:00;2025-12-31 00:00:00;2025-12-31 00:00:00;;2026-02-14 00:00:00;;;;;;;2026-03-12 00:00:00;;FOB;FOB;PEDIDO COMPRA;;;;NAC;Directo SV - FERRETERIA EPA, S.A. DE C.V.;71;EPA;OLO1;SPARX;-- N/A --;15645;;5108;7518;;SHEKOU PORT, CHINA;ACAJUTLA, EL SALVADOR;62509.00;4490.00;;0;0;0;0;2026-04-17 05:00:00;;;;0.00;;HARMONY (Dropship SV);;2025-12-04 00:00:00;2025-12-22 00:00:00;;;;;false;CNSHK;SHEKOU;SVAQJ;Acajutla;;;CMDU;"[""CMA CGM CAXIAS\/0M32WN1MA"",""CMA CGM CAXIAS\/0M32VS1MA"",""CMA CGM OSMIUM\/1WU0LW1MA"",""CMA CGM SPIRIT\/1WUT9E2MA"",""CMA CGM OSMIUM\/1WU0KE1MA""]";194092;;MARITIMO;2026-04-17 05:00:00;;;2026-02-10 03:30:00;2026-02-10 14:19:00;2026-02-19 15:00:00;2026-04-17 05:00:00;;;40_in_transit;;false;;cmmj7mx9hbcxds66wwdgbdjmf;2026-03-22 23:59:43
18114;1;1103887;draft;37756.66;pending;2025-12-05;USD;FOB;MARITIMO;;;;37756.66;;37756.66;;;;;0.00;0.00;0;;;;;;;;2026-03-18 00:00:00;2026-03-03 23:00:00;2026-04-17 05:00:00;;;;;;;;;;;;;;;;;;;;;;2026-03-16 14:03:16;2026-03-22 23:59:43;5;;611;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;PI2SV Additional;HNGB00071096;40 HC;CMAU8926184;CMA CGM;true;false;false;false;false;false;false;true;true;2026-01-29 00:00:00;2026-01-29 00:00:00;2026-02-05 00:00:00;2026-02-05 00:00:00;;2026-03-04 00:00:00;;;;;;;;;FOB;FOB;CNY;;;;NAC;Directo SV - FERRETERIA EPA, S.A. DE C.V.;73;EPA;OLO1;SPARX;;;;;;;NINGBO, CHINA;ACAJUTLA, EL SALVADOR;;4350.00;;0;0;0;0;2026-04-17 05:00:00;;;;0.00;;HARMONY (Dropship SV);;2025-12-05 00:00:00;2026-01-27 00:00:00;;;;;false;;NINGBO;SVAQJ;Acajutla;;;CMDU;"[""CMA CGM CAXIAS\/0M32WN1MA"",""CMA CGM CAXIAS\/0M32VS1MA"",""CMA CGM OSMIUM\/1WU0LW1MA"",""CMA CGM OSMIUM\/1WU0KE1MA""]";194093;;MARITIMO;2026-04-17 05:00:00;;;2026-02-26 07:56:00;2026-03-01 13:08:00;2026-03-03 23:00:00;2026-04-17 05:00:00;;;40_in_transit;;false;;cmmj7n369bd1ls66w21k4dvbq;2026-03-22 23:59:43
18115;1;1103914;draft;65898.90;pending;2025-12-11;USD;FOB;MARITIMO;;;;65898.90;;65898.90;;;;;0.00;0.00;0;;;;;;;;2026-03-05 00:00:00;2026-02-19 20:00:00;2026-03-25 16:00:00;;;;;;;;;;;;;;;;;;;;;;2026-03-16 14:03:16;2026-03-22 23:59:44;5;;620;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;EPAGT251003-05;HNGB00070735;40 HC;HLXU8261949;HAPAG-LLOYD;true;false;false;false;false;false;false;false;true;2026-01-16 00:00:00;2026-01-16 00:00:00;2025-12-30 00:00:00;2025-12-30 00:00:00;;2026-02-09 00:00:00;;;;;;;2026-03-05 00:00:00;;FOB;FOB;PEDIDO COMPRA;;;;NAC;Directo GT - FERRETERIA EPA, S.A. (Guatemala);76;EPA;OLO1;SPARX;-- N/A --;0001-223453;;5083;7492;;NINGBO, CHINA;QUETZAL, GUATEMALA;65898.90;4550.00;;0;0;0;0;2026-03-25 16:00:00;;;;0.00;;HARMONY (Dropship GT);;2025-12-11 00:00:00;2025-12-26 00:00:00;;;;;false;CNNGB;Ningbo;GTPRQ;Puerto Quetzal;;;HLCU;"[""POSORJA EXPRESS\/""]";194094;;MARITIMO;2026-03-25 16:00:00;;;2026-02-05 16:21:00;2026-02-13 11:23:00;2026-02-19 20:00:00;2026-03-25 16:00:00;;;40_in_transit;;false;;cmmj7n95mbd5fs66wf4gfc1hm;2026-03-22 23:59:44
18116;1;1103923;draft;90834.98;pending;2025-12-11;USD;FOB;MARITIMO;;;;90834.98;;90834.98;;;;;0.00;0.00;0;;;;;;;;2026-03-11 00:00:00;2026-03-03 23:00:00;2026-04-17 05:00:00;;;;;;;;;;;;;;;;;;;;;;2026-03-16 14:03:16;2026-03-22 23:59:44;5;;620;;;;"""[\""Standard\""]""";0.00;0.00;0.00;;;false;;;false;;EPASV251003-06;HNGB00070804;40 HC;CMAU4292559;CMA CGM;true;false;false;false;false;false;false;false;true;2026-01-12 00:00:00;2026-01-14 00:00:00;2025-12-30 00:00:00;2025-12-30 00:00:00;;2026-03-04 00:00:00;;;;;;;2026-03-05 00:00:00;;FOB;FOB;PEDIDO COMPRA;;;;NAC;Directo SV - FERRETERIA EPA, S.A. DE C.V.;76;EPA;OLO1;SPARX;-- N/A --;0001-223511;;5099;7498;;NINGBO, CHINA;ACAJUTLA, EL SALVADOR;90834.98;3350.00;;0;0;0;0;2026-04-17 05:00:00;;;;0.00;;HARMONY (Dropship SV);;2025-12-11 00:00:00;2026-01-06 00:00:00;;;;;false;;NINGBO;SVAQJ;Acajutla;;;CMDU;"[""CMA CGM CAXIAS\/0M32VS1MA"",""CMA CGM OSMIUM\/1WU0KE1MA"",""CMA CGM OSMIUM\/1WU0LW1MA"",""CMA CGM CAXIAS\/0M32WN1MA""]";194095;;MARITIMO;2026-04-17 05:00:00;;;2026-02-26 09:00:00;2026-02-27 10:38:00;2026-03-03 23:00:00;2026-04-17 05:00:00;;;40_in_transit;;false;;cmmj7ncscbd9ns66w75keuu4g;2026-03-22 23:59:44
